t,rpm_L_measured,rpm_R_measured,vx_computed,vyaw_computed,vx_variance,vyaw_variance
6.5200000000000005,59.29724464642574,58.839687670626994,0.30928176557073955,-0.007985875743156123,1.9739208802178718e-05,0.0008772981689857211
6.53,55.97129067574391,56.30360858661063,0.29393499892095587,0.005800041707973436,1.9739208802178718e-05,0.0008772981689857211
6.54,58.000490513245666,57.27093187615483,0.30177987812282214,-0.012733200303597555,1.9739208802178718e-05,0.0008772981689857211
6.55,57.67905982963179,56.59267766054042,0.29916270917672194,-0.018960945785602333,1.9739208802178718e-05,0.0008772981689857211
6.5600000000000005,56.252922815644574,57.61757485022869,0.29811226577310096,0.023817671147532415,1.9739208802178718e-05,0.0008772981689857211
6.57,57.50865485064664,56.15513606445943,0.29757110876505294,-0.023623359306564156,1.9739208802178718e-05,0.0008772981689857211
6.58,58.75080211728024,57.07985140762235,0.30324394181194886,-0.029163591522065973,1.9739208802178718e-05,0.0008772981689857211
6.59,56.90722946793839,57.83555790495016,0.300395914885902,0.016202387765748193,1.9739208802178718e-05,0.0008772981689857211
6.6000000000000005,55.2654243340786,56.0858088495532,0.2915168467815514,0.01431841092741008,1.9739208802178718e-05,0.0008772981689857211
6.61,57.274704121309384,56.45567867750725,0.2977454459089311,-0.014294690651955138,1.9739208802178718e-05,0.0008772981689857211
6.62,56.2128717993313,56.87892011276408,0.2960736188769537,0.011624736046757142,1.9739208802178718e-05,0.0008772981689857211
6.63,56.88497038668566,55.58120099201078,0.2944357481505695,-0.022755068623810014,1.9739208802178718e-05,0.0008772981689857211
6.640000000000001,57.19787418946017,56.78870633372382,0.29841616998288023,-0.00714132627592438,1.9739208802178718e-05,0.0008772981689857211
6.65,55.248996853863694,57.438335360965795,0.29501474586561727,0.03821116538962906,1.9739208802178718e-05,0.0008772981689857211
6.66,55.3569895058975,56.8163207831762,0.29366903961083524,0.02547013566584766,1.9739208802178718e-05,0.0008772981689857211
6.67,57.874259715712945,56.970127721564246,0.300661903232475,-0.01578008017051713,1.9739208802178718e-05,0.0008772981689857211
6.68,56.6685170776787,57.27189750799441,0.2982953078411049,0.010530975151109383,1.9739208802178718e-05,0.0008772981689857211
6.69,54.21808630289763,56.50888735816354,0.28988253917318363,0.03998202092255081,1.9739208802178718e-05,0.0008772981689857211
6.7,58.237592357012076,58.12505459212257,0.3046366973397201,-0.001964154530157229,1.9739208802178718e-05,0.0008772981689857211
6.71,57.6226232194114,59.01895326284445,0.3053669331498225,0.024370556702422164,1.9739208802178718e-05,0.0008772981689857211
